State,Index_code,Area_name, CLF14 , EMP14 , UNEMP14 ,URATE14, CLF15 , EMP15 , UNEMP15 ,URATE15, CLF16 , EMP16 , UNEMP16 ,URATE16, CLF17 , EMP17 , UNEMP17 ,URATE17, CLF18 , EMP18 , UNEMP18 ,URATE18,MHI17,MHI%ofState17
US,,United States,"155,957,297","146,338,305","9,618,992",6.2,"156,866,585","148,579,026","8,287,559",5.3,"158,708,795","150,981,151","7,727,644",4.9,"160,273,906","153,293,830","6,980,076",4.4,"161,640,488","155,344,043","6,296,445",3.9,60336,
AL,0,Alabama," 2,160,842 "," 2,014,290 "," 146,552 ",6.8," 2,158,293 "," 2,026,898 "," 131,395 ",6.1," 2,177,209 "," 2,049,971 "," 127,238 ",5.8,2178243,2081676,96567,4.4,"2,198,837","2,112,347","86,490",3.9,48193,100.0
AL,1,"Autauga County, AL"," 25,592 "," 24,097 "," 1,495 ",5.8," 25,613 "," 24,283 "," 1,330 ",5.2," 25,966 "," 24,645 "," 1,321 ",5.1,25972,24958,1014,3.9,"25,957","25,015",942,3.6,58343,121.1
AL,2,"Baldwin County, AL"," 86,384 "," 81,083 "," 5,301 ",6.1," 87,741 "," 82,882 "," 4,859 ",5.5," 90,670 "," 85,839 "," 4,831 ",5.3,92090,88342,3748,4.1,"93,849","90,456","3,393",3.6,56607,117.5
AL,3,"Barbour County, AL"," 8,845 "," 7,913 ", 932 ,10.5," 8,613 "," 7,848 ", 765 ,8.9," 8,417 "," 7,717 ", 700 ,8.3,8317,7831,486,5.8,"8,373","7,940",433,5.2,32490,67.4
AL,4,"Bibb County, AL"," 8,559 "," 7,942 ", 617 ,7.2," 8,576 "," 8,009 ", 567 ,6.6," 8,623 "," 8,067 ", 556 ,6.4,8550,8174,376,4.4,"8,661","8,317",344,4.0,45795,95.0
AL,5,"Blount County, AL"," 24,527 "," 23,023 "," 1,504 ",6.1," 24,485 "," 23,163 "," 1,322 ",5.4," 24,623 "," 23,298 "," 1,325 ",5.4,24725,23726,999,4.0,"25,006","24,128",878,3.5,48253,100.1
AL,6,"Bullock County, AL"," 4,732 "," 4,314 ", 418 ,8.8," 4,779 "," 4,400 ", 379 ,7.9," 4,833 "," 4,503 ", 330 ,6.8,4833,4595,238,4.9,"4,776","4,552",224,4.7,29113,60.4
AL,7,"Butler County, AL"," 9,270 "," 8,477 ", 793 ,8.6," 9,138 "," 8,444 ", 694 ,7.6," 9,206 "," 8,571 ", 635 ,6.9,8941,8446,495,5.5,"8,914","8,487",427,4.8,36842,76.4
AL,8,"Calhoun County, AL"," 47,237 "," 43,467 "," 3,770 ",8.0," 45,928 "," 42,699 "," 3,229 ",7.0," 45,902 "," 42,906 "," 2,996 ",6.5,45770,43497,2273,5.0,"45,972","43,833","2,139",4.7,45937,95.3
AL,9,"Chambers County, AL"," 15,302 "," 14,276 "," 1,026 ",6.7," 14,980 "," 14,076 ", 904 ,6.0," 15,006 "," 14,188 ", 818 ,5.5,15200,14579,621,4.1,"15,276","14,679",597,3.9,36883,76.5
AL,10,"Cherokee County, AL"," 11,386 "," 10,725 ", 661 ,5.8," 11,162 "," 10,554 ", 608 ,5.4," 11,353 "," 10,780 ", 573 ,5.0,11340,10877,463,4.1,"11,622","11,207",415,3.6,44842,93.0
AZ,0,Arizona," 3,099,884 "," 2,889,380 "," 210,504 ",6.8," 3,166,615 "," 2,974,540 "," 192,075 ",6.1," 3,240,590 "," 3,066,011 "," 174,579 ",5.4,3327949,3165127,162822,4.9,"3,439,755","3,273,550","166,205",4.8,56508,100.0
AZ,1,"Apache County, AZ"," 21,213 "," 17,890 "," 3,323 ",15.7," 20,607 "," 17,869 "," 2,738 ",13.3," 20,320 "," 17,984 "," 2,336 ",11.5,20409,18302,2107,10.3,"20,665","18,585","2,080",10.1,33053,58.5
AZ,2,"Cochise County, AZ"," 50,969 "," 46,682 "," 4,287 ",8.4," 50,302 "," 46,640 "," 3,662 ",7.3," 49,597 "," 46,498 "," 3,099 ",6.2,49424,46664,2760,5.6,"49,774","46,985","2,789",5.6,48966,86.7
AZ,3,"Coconino County, AZ"," 72,238 "," 67,117 "," 5,121 ",7.1," 73,254 "," 68,492 "," 4,762 ",6.5," 74,181 "," 69,706 "," 4,475 ",6.0,75550,71361,4189,5.5,"77,083","72,850","4,233",5.5,54399,96.3
AZ,4,"Gila County, AZ"," 21,413 "," 19,635 "," 1,778 ",8.3," 21,199 "," 19,528 "," 1,671 ",7.9," 20,996 "," 19,474 "," 1,522 ",7.2,21349,20056,1293,6.1,"21,518","20,251","1,267",5.9,38897,68.8
AZ,5,"Graham County, AZ"," 14,442 "," 13,369 "," 1,073 ",7.4," 14,508 "," 13,443 "," 1,065 ",7.3," 14,373 "," 13,402 ", 971 ,6.8,14386,13602,784,5.4,"14,878","14,114",764,5.1,46378,82.1
AZ,6,"Greenlee County, AZ"," 4,720 "," 4,414 ", 306 ,6.5," 4,045 "," 3,725 ", 320 ,7.9," 3,900 "," 3,604 ", 296 ,7.6,3991,3790,201,5.0,"4,280","4,098",182,4.3,63557,112.5
AZ,7,"La Paz County, AZ"," 7,954 "," 7,351 ", 603 ,7.6," 8,169 "," 7,561 ", 608 ,7.4," 8,470 "," 7,957 ", 513 ,6.1,8699,8229,470,5.4,"8,938","8,381",557,6.2,36389,64.4
AZ,8,"Maricopa County, AZ"," 1,961,997 "," 1,848,119 "," 113,878 ",5.8," 2,022,190 "," 1,918,529 "," 103,661 ",5.1," 2,080,523 "," 1,985,001 "," 95,522 ",4.6,2145369,2055260,90109,4.2,"2,229,526","2,137,219","92,307",4.1,62221,110.1
AZ,9,"Mohave County, AZ"," 78,362 "," 71,531 "," 6,831 ",8.7," 79,550 "," 73,238 "," 6,312 ",7.9," 80,509 "," 75,168 "," 5,341 ",6.6,82515,77661,4854,5.9,"85,442","80,508","4,934",5.8,42210,74.7
AZ,10,"Navajo County, AZ"," 41,688 "," 37,075 "," 4,613 ",11.1," 40,696 "," 36,765 "," 3,931 ",9.7," 41,330 "," 37,908 "," 3,422 ",8.3,40771,37648,3123,7.7,"40,598","37,447","3,151",7.8,40883,72.3
AR,0,Arkansas," 1,316,506 "," 1,237,248 "," 79,258 ",6.0," 1,331,631 "," 1,264,538 "," 67,093 ",5.0," 1,340,002 "," 1,286,875 "," 53,127 ",4.0,1347630,1297652,49978,3.7,"1,351,496","1,301,459","50,037",3.7,45916,100.0
AR,1,"Arkansas County, AR"," 9,465 "," 8,957 ", 508 ,5.4," 9,483 "," 9,087 ", 396 ,4.2," 9,267 "," 8,952 ", 315 ,3.4,8972,8680,292,3.3,"9,070","8,762",308,3.4,43752,95.3
AR,2,"Ashley County, AR"," 8,475 "," 7,691 ", 784 ,9.3," 8,142 "," 7,511 ", 631 ,7.7," 7,735 "," 7,249 ", 486 ,6.3,7629,7191,438,5.7,"7,683","7,263",420,5.5,40495,88.2
AR,3,"Baxter County, AR"," 15,985 "," 14,918 "," 1,067 ",6.7," 16,211 "," 15,322 ", 889 ,5.5," 16,098 "," 15,408 ", 690 ,4.3,16372,15675,697,4.3,"16,463","15,785",678,4.1,43011,93.7
AR,4,"Benton County, AR"," 115,416 "," 110,110 "," 5,306 ",4.6," 121,772 "," 117,188 "," 4,584 ",3.8," 127,925 "," 124,210 "," 3,715 ",2.9,132565,128642,3923,3.0,"134,404","130,532","3,872",2.9,64728,141.0
AR,5,"Boone County, AR"," 15,663 "," 14,726 ", 937 ,6.0," 15,834 "," 15,064 ", 770 ,4.9," 15,930 "," 15,346 ", 584 ,3.7,15808,15266,542,3.4,"15,856","15,295",561,3.5,41770,91.0
AR,6,"Bradley County, AR"," 4,154 "," 3,806 ", 348 ,8.4," 4,381 "," 4,115 ", 266 ,6.1," 4,292 "," 4,067 ", 225 ,5.2,4297,4092,205,4.8,"4,362","4,166",196,4.5,35950,78.3
AR,7,"Calhoun County, AR"," 2,367 "," 2,211 ", 156 ,6.6," 2,406 "," 2,276 ", 130 ,5.4," 2,377 "," 2,268 ", 109 ,4.6,2397,2304,93,3.9,"2,404","2,310",94,3.9,42484,92.5
AR,8,"Carroll County, AR"," 12,543 "," 11,894 ", 649 ,5.2," 12,652 "," 12,074 ", 578 ,4.6," 12,871 "," 12,414 ", 457 ,3.6,13001,12568,433,3.3,"12,639","12,233",406,3.2,38297,83.4
AR,9,"Chicot County, AR"," 3,851 "," 3,448 ", 403 ,10.5," 3,724 "," 3,386 ", 338 ,9.1," 3,582 "," 3,347 ", 235 ,6.6,3467,3241,226,6.5,"3,340","3,110",230,6.9,31810,69.3
AR,10,"Clark County, AR"," 9,517 "," 8,858 ", 659 ,6.9," 9,448 "," 8,924 ", 524 ,5.5," 9,384 "," 8,970 ", 414 ,4.4,9387,9013,374,4.0,"9,580","9,214",366,3.8,40536,88.3
CA,0,California," 18,714,706 "," 17,310,937 "," 1,403,769 ",7.5," 18,851,079 "," 17,681,849 "," 1,169,230 ",6.2," 19,044,471 "," 18,002,773 "," 1,041,698 ",5.5,19205295,18285492,919803,4.8,"19,398,212","18,582,802","815,410",4.2,71785,100.0
CA,1,"Alameda County, CA"," 808,094 "," 761,108 "," 46,986 ",5.8," 819,713 "," 780,846 "," 38,867 ",4.7," 832,455 "," 796,753 "," 35,702 ",4.3,840239,809372,30867,3.7,"848,215","822,769","25,446",3.0,95550,133.1
CA,2,"Alpine County, CA", 510 , 468 , 42 ,8.2, 549 , 509 , 40 ,7.3, 555 , 519 , 36 ,6.5,550,516,34,6.2,547,522,25,4.6,55755,77.7
CA,3,"Amador County, CA"," 14,348 "," 13,157 "," 1,191 ",8.3," 14,328 "," 13,382 ", 946 ,6.6," 14,534 "," 13,670 ", 864 ,5.9,14727,13997,730,5.0,"14,706","14,117",589,4.0,60588,84.4
CA,4,"Butte County, CA"," 101,244 "," 92,493 "," 8,751 ",8.6," 101,133 "," 93,880 "," 7,253 ",7.2," 101,713 "," 94,995 "," 6,718 ",6.6,102230,96327,5903,5.8,"102,712","97,619","5,093",5.0,48634,67.7
CA,5,"Calaveras County, CA"," 20,243 "," 18,625 "," 1,618 ",8.0," 20,565 "," 19,254 "," 1,311 ",6.4," 20,812 "," 19,632 "," 1,180 ",5.7,21064,20070,994,4.7,"21,351","20,506",845,4.0,58536,81.5
CA,6,"Colusa County, CA"," 11,085 "," 9,159 "," 1,926 ",17.4," 11,052 "," 9,353 "," 1,699 ",15.4," 10,910 "," 9,214 "," 1,696 ",15.5,10831,9294,1537,14.2,"10,969","9,551","1,418",12.9,53595,74.7
CA,7,"Contra Costa County, CA"," 539,630 "," 506,344 "," 33,286 ",6.2," 545,081 "," 517,678 "," 27,403 ",5.0," 553,635 "," 528,876 "," 24,759 ",4.5,559243,537814,21429,3.8,"564,570","546,778","17,792",3.2,95062,132.4
CA,8,"Del Norte County, CA"," 9,932 "," 8,932 "," 1,000 ",10.1," 9,862 "," 9,020 ", 842 ,8.5," 9,762 "," 9,028 ", 734 ,7.5,9718,9094,624,6.4,"9,961","9,412",549,5.5,39996,55.7
CA,9,"El Dorado County, CA"," 87,908 "," 81,778 "," 6,130 ",7.0," 87,962 "," 82,941 "," 5,021 ",5.7," 88,888 "," 84,324 "," 4,564 ",5.1,89928,86007,3921,4.4,"91,589","88,319","3,270",3.6,78464,109.3
CA,10,"Fresno County, CA"," 438,262 "," 387,533 "," 50,729 ",11.6," 440,530 "," 395,656 "," 44,874 ",10.2," 444,982 "," 402,728 "," 42,254 ",9.5,445345,407412,37933,8.5,"448,353","414,926","33,427",7.5,51452,71.7
CO,0,Colorado," 2,802,528 "," 2,662,404 "," 140,124 ",5.0," 2,828,876 "," 2,719,500 "," 109,376 ",3.9," 2,896,771 "," 2,803,436 "," 93,335 ",3.2,2992412,2911079,81333,2.7,"3,096,358","2,994,752","101,606",3.3,69113,100.0
CO,1,"Adams County, CO"," 245,118 "," 231,093 "," 14,025 ",5.7," 248,066 "," 237,328 "," 10,738 ",4.3," 253,825 "," 244,897 "," 8,928 ",3.5,261018,253372,7646,2.9,"269,911","260,542","9,369",3.5,65977,95.5
CO,2,"Alamosa County, CO"," 7,515 "," 6,974 ", 541 ,7.2," 7,659 "," 7,266 ", 393 ,5.1," 7,974 "," 7,657 ", 317 ,4.0,8147,7878,269,3.3,"8,447","8,095",352,4.2,43121,62.4
CO,3,"Arapahoe County, CO"," 331,367 "," 315,109 "," 16,258 ",4.9," 334,731 "," 322,320 "," 12,411 ",3.7," 340,924 "," 330,523 "," 10,401 ",3.1,350862,341506,9356,2.7,"362,692","351,003","11,689",3.2,75196,108.8
CO,4,"Archuleta County, CO"," 5,727 "," 5,384 ", 343 ,6.0," 6,018 "," 5,776 ", 242 ,4.0," 6,371 "," 6,165 ", 206 ,3.2,6623,6430,193,2.9,"6,928","6,692",236,3.4,52481,75.9
CO,5,"Baca County, CO"," 1,926 "," 1,873 ", 53 ,2.8," 1,972 "," 1,932 ", 40 ,2.0," 2,094 "," 2,059 ", 35 ,1.7,2124,2091,33,1.6,"2,229","2,188",41,1.8,35725,51.7
CO,6,"Bent County, CO"," 1,652 "," 1,565 ", 87 ,5.3," 1,734 "," 1,666 ", 68 ,3.9," 1,853 "," 1,797 ", 56 ,3.0,1927,1876,51,2.6,"2,017","1,953",64,3.2,37307,54.0
CO,7,"Boulder County, CO"," 176,233 "," 169,031 "," 7,202 ",4.1," 176,969 "," 171,382 "," 5,587 ",3.2," 181,034 "," 176,281 "," 4,753 ",2.6,186811,182486,4325,2.3,"193,822","188,303","5,519",2.8,80701,116.8
CO,8,"Broomfield County/city, CO"," 34,187 "," 32,743 "," 1,444 ",4.2," 35,579 "," 34,409 "," 1,170 ",3.3," 36,815 "," 35,767 "," 1,048 ",2.8,38579,37613,966,2.5,"39,816","38,651","1,165",2.9,91968,133.1
CO,9,"Chaffee County, CO"," 8,387 "," 8,021 ", 366 ,4.4," 8,503 "," 8,214 ", 289 ,3.4," 8,851 "," 8,620 ", 231 ,2.6,9315,9105,210,2.3,"9,708","9,447",261,2.7,53545,77.5
CO,10,"Cheyenne County, CO", 972 , 944 , 28 ,2.9," 1,011 ", 984 , 27 ,2.7," 1,082 "," 1,058 ", 24 ,2.2,1134,1115,19,1.7,"1,166","1,145",21,1.8,50571,73.2
FL,0,Florida," 9,567,295 "," 8,966,245 "," 601,050 ",6.3," 9,608,398 "," 9,084,483 "," 523,915 ",5.5," 9,825,693 "," 9,354,560 "," 471,133 ",4.8,10093451,9669228,424223,4.2,"10,234,770","9,869,673","365,097",3.6,52582,100.0
FL,1,"Alachua County, FL"," 129,427 "," 122,675 "," 6,752 ",5.2," 129,313 "," 123,330 "," 5,983 ",4.6," 132,521 "," 126,849 "," 5,672 ",4.3,135814,130640,5174,3.8,"137,339","132,846","4,493",3.3,45230,86.0
FL,2,"Baker County, FL"," 11,197 "," 10,480 ", 717 ,6.4," 11,156 "," 10,532 ", 624 ,5.6," 11,409 "," 10,853 ", 556 ,4.9,11687,11199,488,4.2,"11,869","11,467",402,3.4,51856,98.6
FL,3,"Bay County, FL"," 87,477 "," 81,927 "," 5,550 ",6.3," 87,413 "," 82,618 "," 4,795 ",5.5," 87,847 "," 83,662 "," 4,185 ",4.8,88504,84835,3669,4.1,"89,251","85,703","3,548",4.0,51633,98.2
FL,4,"Bradford County, FL"," 10,742 "," 10,136 ", 606 ,5.6," 10,730 "," 10,210 ", 520 ,4.8," 10,852 "," 10,390 ", 462 ,4.3,11286,10875,411,3.6,"11,304","10,933",371,3.3,44997,85.6
FL,5,"Brevard County, FL"," 257,669 "," 239,673 "," 17,996 ",7.0," 256,081 "," 240,693 "," 15,388 ",6.0," 262,336 "," 248,927 "," 13,409 ",5.1,269661,258012,11649,4.3,"276,558","266,812","9,746",3.5,52596,100.0
FL,6,"Broward County, FL"," 986,355 "," 927,797 "," 58,558 ",5.9," 986,758 "," 936,033 "," 50,725 ",5.1," 1,003,202 "," 958,071 "," 45,131 ",4.5,1025093,984473,40620,4.0,"1,036,212","1,001,293","34,919",3.4,56702,107.8
FL,7,"Calhoun County, FL"," 4,941 "," 4,598 ", 343 ,6.9," 4,935 "," 4,632 ", 303 ,6.1," 4,982 "," 4,696 ", 286 ,5.7,4987,4745,242,4.9,"5,082","4,873",209,4.1,37612,71.5
FL,8,"Charlotte County, FL"," 66,825 "," 62,231 "," 4,594 ",6.9," 67,565 "," 63,496 "," 4,069 ",6.0," 69,230 "," 65,546 "," 3,684 ",5.3,70233,66909,3324,4.7,"70,953","68,108","2,845",4.0,51583,98.1
FL,9,"Citrus County, FL"," 48,185 "," 44,063 "," 4,122 ",8.6," 47,745 "," 44,146 "," 3,599 ",7.5," 47,800 "," 44,588 "," 3,212 ",6.7,48002,45183,2819,5.9,"47,799","45,314","2,485",5.2,43147,82.1
FL,10,"Clay County, FL"," 97,719 "," 92,097 "," 5,622 ",5.8," 98,313 "," 93,342 "," 4,971 ",5.1," 100,942 "," 96,402 "," 4,540 ",4.5,104471,100412,4059,3.9,"106,276","102,789","3,487",3.3,65375,124.3
ID,0,Idaho," 779,986 "," 742,302 "," 37,684 ",4.8," 795,983 "," 762,279 "," 33,704 ",4.2," 815,077 "," 784,172 "," 30,905 ",3.8,834698,807819,26879,3.2,"857,049","832,732","24,317",2.8,52280,100.0
ID,1,"Ada County, ID"," 211,675 "," 202,897 "," 8,778 ",4.1," 217,606 "," 209,616 "," 7,990 ",3.7," 225,651 "," 218,199 "," 7,452 ",3.3,234620,227974,6646,2.8,"244,525","238,510","6,015",2.5,61469,117.6
ID,2,"Adams County, ID"," 1,676 "," 1,509 ", 167 ,10.0," 1,719 "," 1,587 ", 132 ,7.7," 1,749 "," 1,627 ", 122 ,7.0,1752,1649,103,5.9,"1,722","1,628",94,5.5,43442,83.1
ID,3,"Bannock County, ID"," 41,517 "," 39,634 "," 1,883 ",4.5," 41,969 "," 40,274 "," 1,695 ",4.0," 41,168 "," 39,697 "," 1,471 ",3.6,41530,40250,1280,3.1,"41,686","40,547","1,139",2.7,51093,97.7
ID,4,"Bear Lake County, ID"," 2,859 "," 2,731 ", 128 ,4.5," 2,836 "," 2,707 ", 129 ,4.5," 2,817 "," 2,688 ", 129 ,4.6,2832,2741,91,3.2,"2,835","2,753",82,2.9,51343,98.2
ID,5,"Benewah County, ID"," 3,966 "," 3,646 ", 320 ,8.1," 4,046 "," 3,777 ", 269 ,6.6," 4,022 "," 3,782 ", 240 ,6.0,4012,3784,228,5.7,"4,021","3,835",186,4.6,43570,83.3
ID,6,"Bingham County, ID"," 22,056 "," 21,064 ", 992 ,4.5," 22,096 "," 21,183 ", 913 ,4.1," 22,842 "," 22,035 ", 807 ,3.5,23048,22356,692,3.0,"23,357","22,724",633,2.7,52697,100.8
ID,7,"Blaine County, ID"," 11,457 "," 10,947 ", 510 ,4.5," 11,847 "," 11,421 ", 426 ,3.6," 11,873 "," 11,497 ", 376 ,3.2,12235,11918,317,2.6,"12,323","12,032",291,2.4,68101,130.3
ID,8,"Boise County, ID"," 2,919 "," 2,729 ", 190 ,6.5," 3,059 "," 2,863 ", 196 ,6.4," 3,105 "," 2,939 ", 166 ,5.3,3208,3052,156,4.9,"3,329","3,188",141,4.2,56067,107.2
ID,9,"Bonner County, ID"," 18,225 "," 16,926 "," 1,299 ",7.1," 18,573 "," 17,451 "," 1,122 ",6.0," 18,933 "," 17,902 "," 1,031 ",5.4,19276,18395,881,4.6,"19,610","18,807",803,4.1,47537,90.9
ID,10,"Bonneville County, ID"," 49,585 "," 47,518 "," 2,067 ",4.2," 51,094 "," 49,295 "," 1,799 ",3.5," 52,500 "," 50,826 "," 1,674 ",3.2,53587,52132,1455,2.7,"55,403","54,077","1,326",2.4,55744,106.6
IN,0,Indiana," 3,224,772 "," 3,032,497 "," 192,275 ",6.0," 3,266,520 "," 3,108,719 "," 157,801 ",4.8," 3,328,893 "," 3,181,898 "," 146,995 ",4.4,3336655,3218115,118540,3.6,"3,381,713","3,265,580","116,133",3.4,54134,100.0
IN,1,"Adams County, IN"," 16,404 "," 15,652 ", 752 ,4.6," 16,897 "," 16,252 ", 645 ,3.8," 17,040 "," 16,431 ", 609 ,3.6,17272,16817,455,2.6,"17,494","17,038",456,2.6,51488,95.1
IN,2,"Allen County, IN"," 175,535 "," 165,486 "," 10,049 ",5.7," 178,002 "," 169,803 "," 8,199 ",4.6," 180,882 "," 173,176 "," 7,706 ",4.3,181337,175261,6076,3.4,"184,863","179,032","5,831",3.2,52661,97.3
IN,3,"Bartholomew County, IN"," 42,575 "," 40,710 "," 1,865 ",4.4," 43,575 "," 41,999 "," 1,576 ",3.6," 44,452 "," 42,949 "," 1,503 ",3.4,44541,43316,1225,2.8,"45,295","44,110","1,185",2.6,61943,114.4
IN,4,"Benton County, IN"," 4,470 "," 4,228 ", 242 ,5.4," 4,577 "," 4,372 ", 205 ,4.5," 4,566 "," 4,373 ", 193 ,4.2,4499,4345,154,3.4,"4,574","4,427",147,3.2,52841,97.6
IN,5,"Blackford County, IN"," 5,260 "," 4,871 ", 389 ,7.4," 5,242 "," 4,926 ", 316 ,6.0," 5,337 "," 5,052 ", 285 ,5.3,5345,5128,217,4.1,"5,341","5,135",206,3.9,42636,78.8
IN,6,"Boone County, IN"," 32,164 "," 30,752 "," 1,412 ",4.4," 33,489 "," 32,253 "," 1,236 ",3.7," 34,859 "," 33,685 "," 1,174 ",3.4,35422,34410,1012,2.9,"35,904","34,933",971,2.7,82670,152.7
IN,7,"Brown County, IN"," 7,352 "," 6,913 ", 439 ,6.0," 7,442 "," 7,086 ", 356 ,4.8," 7,523 "," 7,221 ", 302 ,4.0,7562,7303,259,3.4,"7,659","7,416",243,3.2,56979,105.3
IN,8,"Carroll County, IN"," 9,874 "," 9,358 ", 516 ,5.2," 10,021 "," 9,586 ", 435 ,4.3," 10,109 "," 9,681 ", 428 ,4.2,10081,9734,347,3.4,"10,264","9,928",336,3.3,55471,102.5
IN,9,"Cass County, IN"," 17,719 "," 16,699 "," 1,020 ",5.8," 17,757 "," 16,941 ", 816 ,4.6," 18,051 "," 17,214 ", 837 ,4.6,17907,17219,688,3.8,"18,296","17,620",676,3.7,47727,88.2
IN,10,"Clark County, IN"," 57,571 "," 54,462 "," 3,109 ",5.4," 58,777 "," 56,127 "," 2,650 ",4.5," 60,539 "," 58,023 "," 2,516 ",4.2,60938,58799,2139,3.5,"61,620","59,509","2,111",3.4,52746,97.4
IA,0,Iowa," 1,701,445 "," 1,629,331 "," 72,114 ",4.2," 1,701,514 "," 1,637,257 "," 64,257 ",3.8," 1,694,140 "," 1,633,320 "," 60,820 ",3.6,1678349,1626387,51962,3.1,"1,686,840","1,644,280","42,560",2.5,58706,100.0
IA,1,"Adair County, IA"," 4,159 "," 3,992 ", 167 ,4.0," 4,225 "," 4,088 ", 137 ,3.2," 4,232 "," 4,108 ", 124 ,2.9,4128,4013,115,2.8,"4,116","4,018",98,2.4,52155,88.8
IA,2,"Adams County, IA"," 2,215 "," 2,141 ", 74 ,3.3," 2,291 "," 2,226 ", 65 ,2.8," 2,215 "," 2,158 ", 57 ,2.6,2129,2079,50,2.3,"2,119","2,078",41,1.9,48191,82.1
IA,3,"Allamakee County, IA"," 7,716 "," 7,282 ", 434 ,5.6," 7,703 "," 7,324 ", 379 ,4.9," 7,668 "," 7,290 ", 378 ,4.9,7502,7203,299,4.0,"7,366","7,140",226,3.1,49445,84.2
IA,4,"Appanoose County, IA"," 6,160 "," 5,809 ", 351 ,5.7," 6,226 "," 5,919 ", 307 ,4.9," 6,157 "," 5,868 ", 289 ,4.7,6024,5797,227,3.8,"5,856","5,662",194,3.3,42274,72.0
IA,5,"Audubon County, IA"," 3,264 "," 3,124 ", 140 ,4.3," 3,239 "," 3,110 ", 129 ,4.0," 3,275 "," 3,168 ", 107 ,3.3,3151,3054,97,3.1,"3,116","3,040",76,2.4,51484,87.7
IA,6,"Benton County, IA"," 13,885 "," 13,246 ", 639 ,4.6," 13,778 "," 13,238 ", 540 ,3.9," 13,596 "," 13,109 ", 487 ,3.6,13331,12896,435,3.3,"13,356","12,995",361,2.7,67946,115.7
IA,7,"Black Hawk County, IA"," 72,272 "," 68,735 "," 3,537 ",4.9," 70,538 "," 67,285 "," 3,253 ",4.6," 69,257 "," 66,068 "," 3,189 ",4.6,68295,65737,2558,3.7,"68,953","67,044","1,909",2.8,50426,85.9
IA,8,"Boone County, IA"," 15,217 "," 14,701 ", 516 ,3.4," 15,320 "," 14,854 ", 466 ,3.0," 15,112 "," 14,693 ", 419 ,2.8,14808,14447,361,2.4,"14,816","14,499",317,2.1,60558,103.2
IA,9,"Bremer County, IA"," 14,199 "," 13,680 ", 519 ,3.7," 13,977 "," 13,482 ", 495 ,3.5," 13,904 "," 13,410 ", 494 ,3.6,13756,13372,384,2.8,"13,845","13,564",281,2.0,64213,109.4
IA,10,"Buchanan County, IA"," 11,484 "," 10,951 ", 533 ,4.6," 11,321 "," 10,835 ", 486 ,4.3," 11,200 "," 10,742 ", 458 ,4.1,11079,10726,353,3.2,"11,185","10,899",286,2.6,62294,106.1
KS,0,Kansas," 1,492,158 "," 1,424,439 "," 67,719 ",4.5," 1,490,689 "," 1,428,557 "," 62,132 ",4.2," 1,485,321 "," 1,425,433 "," 59,888 ",4.0,1478713,1424724,53989,3.7,"1,482,220","1,432,387","49,833",3.4,56382,100.0
KS,1,"Allen County, KS"," 6,808 "," 6,462 ", 346 ,5.1," 6,609 "," 6,271 ", 338 ,5.1," 6,439 "," 6,080 ", 359 ,5.6,6283,5976,307,4.9,"6,313","6,059",254,4.0,42957,76.2
KS,2,"Anderson County, KS"," 4,188 "," 3,972 ", 216 ,5.2," 4,136 "," 3,937 ", 199 ,4.8," 4,174 "," 3,996 ", 178 ,4.3,4152,3988,164,3.9,"4,133","3,989",144,3.5,46595,82.6
KS,3,"Atchison County, KS"," 7,634 "," 7,138 ", 496 ,6.5," 7,475 "," 7,016 ", 459 ,6.1," 7,046 "," 6,608 ", 438 ,6.2,7029,6662,367,5.2,"6,985","6,662",323,4.6,45941,81.5
KS,4,"Barber County, KS"," 2,716 "," 2,633 ", 83 ,3.1," 2,664 "," 2,551 ", 113 ,4.2," 2,527 "," 2,434 ", 93 ,3.7,2447,2377,70,2.9,"2,396","2,334",62,2.6,47948,85.0
KS,5,"Barton County, KS"," 15,460 "," 14,910 ", 550 ,3.6," 14,599 "," 13,984 ", 615 ,4.2," 14,024 "," 13,396 ", 628 ,4.5,14042,13531,511,3.6,"13,413","12,970",443,3.3,46934,83.2
KS,6,"Bourbon County, KS"," 7,096 "," 6,722 ", 374 ,5.3," 7,122 "," 6,782 ", 340 ,4.8," 7,127 "," 6,782 ", 345 ,4.8,7015,6704,311,4.4,"7,120","6,822",298,4.2,41847,74.2
KS,7,"Brown County, KS"," 5,408 "," 5,187 ", 221 ,4.1," 5,358 "," 5,145 ", 213 ,4.0," 5,165 "," 4,978 ", 187 ,3.6,5326,5154,172,3.2,"5,353","5,190",163,3.0,45637,80.9
KS,8,"Butler County, KS"," 31,954 "," 30,396 "," 1,558 ",4.9," 32,054 "," 30,689 "," 1,365 ",4.3," 32,197 "," 30,854 "," 1,343 ",4.2,31668,30470,1198,3.8,"31,938","30,833","1,105",3.5,65561,116.3
KS,9,"Chase County, KS"," 1,234 "," 1,183 ", 51 ,4.1," 1,253 "," 1,208 ", 45 ,3.6," 1,407 "," 1,358 ", 49 ,3.5,1426,1389,37,2.6,"1,484","1,445",39,2.6,47436,84.1
KS,10,"Chautauqua County, KS"," 1,578 "," 1,492 ", 86 ,5.4," 1,552 "," 1,464 ", 88 ,5.7," 1,541 "," 1,461 ", 80 ,5.2,1443,1375,68,4.7,"1,417","1,360",57,4.0,41890,74.3
